playerId,season,name,team,position,situation,games_played,icetime,shifts,gameScore,onIce_xGoalsPercentage,offIce_xGoalsPercentage,onIce_corsiPercentage,offIce_corsiPercentage,onIce_fenwickPercentage,offIce_fenwickPercentage,iceTimeRank,I_F_xOnGoal,I_F_xGoals,I_F_xRebounds,I_F_xFreeze,I_F_xPlayStopped,I_F_xPlayContinuedInZone,I_F_xPlayContinuedOutsideZone,I_F_flurryAdjustedxGoals,I_F_scoreVenueAdjustedxGoals,I_F_flurryScoreVenueAdjustedxGoals,I_F_primaryAssists,I_F_secondaryAssists,I_F_shotsOnGoal,I_F_missedShots,I_F_blockedShotAttempts,I_F_shotAttempts,I_F_points,I_F_goals,I_F_rebounds,I_F_reboundGoals,I_F_freeze,I_F_playStopped,I_F_playContinuedInZone,I_F_playContinuedOutsideZone,I_F_savedShotsOnGoal,I_F_savedUnblockedShotAttempts,penalties,I_F_penalityMinutes,I_F_faceOffsWon,I_F_hits,I_F_takeaways,I_F_giveaways,I_F_lowDangerShots,I_F_mediumDangerShots,I_F_highDangerShots,I_F_lowDangerxGoals,I_F_mediumDangerxGoals,I_F_highDangerxGoals,I_F_lowDangerGoals,I_F_mediumDangerGoals,I_F_highDangerGoals,I_F_scoreAdjustedShotsAttempts,I_F_unblockedShotAttempts,I_F_scoreAdjustedUnblockedShotAttempts,I_F_dZoneGiveaways,I_F_xGoalsFromxReboundsOfShots,I_F_xGoalsFromActualReboundsOfShots,I_F_reboundxGoals,I_F_xGoals_with_earned_rebounds,I_F_xGoals_with_earned_rebounds_scoreAdjusted,I_F_xGoals_with_earned_rebounds_scoreFlurryAdjusted,I_F_shifts,I_F_oZoneShiftStarts,I_F_dZoneShiftStarts,I_F_neutralZoneShiftStarts,I_F_flyShiftStarts,I_F_oZoneShiftEnds,I_F_dZoneShiftEnds,I_F_neutralZoneShiftEnds,I_F_flyShiftEnds,faceoffsWon,faceoffsLost,timeOnBench,penalityMinutes,penalityMinutesDrawn,penaltiesDrawn,shotsBlockedByPlayer,OnIce_F_xOnGoal,OnIce_F_xGoals,OnIce_F_flurryAdjustedxGoals,OnIce_F_scoreVenueAdjustedxGoals,OnIce_F_flurryScoreVenueAdjustedxGoals,OnIce_F_shotsOnGoal,OnIce_F_missedShots,OnIce_F_blockedShotAttempts,OnIce_F_shotAttempts,OnIce_F_goals,OnIce_F_rebounds,OnIce_F_reboundGoals,OnIce_F_lowDangerShots,OnIce_F_mediumDangerShots,OnIce_F_highDangerShots,OnIce_F_lowDangerxGoals,OnIce_F_mediumDangerxGoals,OnIce_F_highDangerxGoals,OnIce_F_lowDangerGoals,OnIce_F_mediumDangerGoals,OnIce_F_highDangerGoals,OnIce_F_scoreAdjustedShotsAttempts,OnIce_F_unblockedShotAttempts,OnIce_F_scoreAdjustedUnblockedShotAttempts,OnIce_F_xGoalsFromxReboundsOfShots,OnIce_F_xGoalsFromActualReboundsOfShots,OnIce_F_reboundxGoals,OnIce_F_xGoals_with_earned_rebounds,OnIce_F_xGoals_with_earned_rebounds_scoreAdjusted,OnIce_F_xGoals_with_earned_rebounds_scoreFlurryAdjusted,OnIce_A_xOnGoal,OnIce_A_xGoals,OnIce_A_flurryAdjustedxGoals,OnIce_A_scoreVenueAdjustedxGoals,OnIce_A_flurryScoreVenueAdjustedxGoals,OnIce_A_shotsOnGoal,OnIce_A_missedShots,OnIce_A_blockedShotAttempts,OnIce_A_shotAttempts,OnIce_A_goals,OnIce_A_rebounds,OnIce_A_reboundGoals,OnIce_A_lowDangerShots,OnIce_A_mediumDangerShots,OnIce_A_highDangerShots,OnIce_A_lowDangerxGoals,OnIce_A_mediumDangerxGoals,OnIce_A_highDangerxGoals,OnIce_A_lowDangerGoals,OnIce_A_mediumDangerGoals,OnIce_A_highDangerGoals,OnIce_A_scoreAdjustedShotsAttempts,OnIce_A_unblockedShotAttempts,OnIce_A_scoreAdjustedUnblockedShotAttempts,OnIce_A_xGoalsFromxReboundsOfShots,OnIce_A_xGoalsFromActualReboundsOfShots,OnIce_A_reboundxGoals,OnIce_A_xGoals_with_earned_rebounds,OnIce_A_xGoals_with_earned_rebounds_scoreAdjusted,OnIce_A_xGoals_with_earned_rebounds_scoreFlurryAdjusted,OffIce_F_xGoals,OffIce_A_xGoals,OffIce_F_shotAttempts,OffIce_A_shotAttempts,xGoalsForAfterShifts,xGoalsAgainstAfterShifts,corsiForAfterShifts,corsiAgainstAfterShifts,fenwickForAfterShifts,fenwickAgainstAfterShifts
8480849,2022,Barrett Hayton,ARI,C,5on5,82,65270.0,1520.0,45.71,0.5,0.43,0.49,0.43,0.49,0.43,438.0,133.82,17.24,10.05,28.68,4.35,69.02,49.65,16.56,16.95,16.28,8.0,6.0,132.0,47.0,23.0,202.0,26.0,12.0,9.0,2.0,18.0,3.0,68.0,69.0,120.0,167.0,16.0,34.0,463.0,74.0,22.0,28.0,98.0,61.0,20.0,3.99,7.66,5.58,4.0,4.0,4.0,198.29,179.0,176.54,12.0,2.12,1.92,4.21,15.16,14.92,14.59,1520.0,154.0,217.0,219.0,930.0,185.0,230.0,208.0,897.0,463.0,451.0,171353.0,34.0,66.0,33.0,22.0,530.36,49.17,47.64,48.62,47.1,521.0,209.0,232.0,962.0,51.0,44.0,7.0,530.0,154.0,46.0,17.46,18.4,13.31,22.0,18.0,11.0,940.56,730.0,718.54,7.52,10.22,10.54,46.15,45.45,44.64,545.01,49.0,47.08,49.93,47.99,539.0,212.0,232.0,983.0,53.0,47.0,7.0,535.0,175.0,41.0,16.5,21.93,10.58,24.0,17.0,12.0,1011.36,751.0,766.77,7.73,8.14,8.14,48.6,49.53,48.49,104.47,139.62,2188.0,2848.0,0.87,2.65,35.0,39.0,24.0,29.0
8480849,2022,Barrett Hayton,ARI,C,4on5,82,6603.0,254.0,45.4,0.11,0.07,0.1,0.07,0.12,0.08,401.0,3.31,0.75,0.22,0.44,0.1,0.85,1.64,0.73,0.75,0.73,1.0,0.0,3.0,1.0,0.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,3.0,4.0,2.0,4.0,50.0,4.0,9.0,5.0,1.0,1.0,2.0,0.03,0.13,0.59,0.0,0.0,0.0,4.0,4.0,4.0,4.0,0.05,0.0,0.24,0.56,0.56,0.55,254.0,3.0,96.0,8.0,147.0,5.0,42.0,31.0,176.0,50.0,65.0,23814.0,4.0,0.0,0.0,1.0,15.88,2.13,2.09,2.13,2.09,20.0,2.0,0.0,22.0,2.0,2.0,0.0,13.0,6.0,3.0,0.39,0.73,1.01,0.0,2.0,0.0,22.0,22.0,22.0,0.2,0.66,0.66,1.67,1.67,1.65,118.56,16.56,15.14,16.56,15.14,115.0,47.0,46.0,208.0,18.0,17.0,3.0,116.0,23.0,23.0,3.09,2.74,10.74,3.0,3.0,12.0,208.0,162.0,162.0,2.89,4.44,4.44,15.01,15.01,13.92,4.1,57.98,59.0,785.0,0.0,0.0,0.0,0.0,0.0,0.0
8480849,2022,Barrett Hayton,ARI,C,5on4,82,11245.0,153.0,45.21,0.85,0.85,0.86,0.82,0.86,0.8,306.0,30.39,2.83,3.42,6.15,1.04,18.21,9.34,2.65,2.83,2.65,3.0,3.0,33.0,8.0,18.0,59.0,10.0,4.0,5.0,2.0,4.0,0.0,13.0,15.0,29.0,37.0,2.0,4.0,82.0,5.0,3.0,7.0,25.0,14.0,2.0,0.5,1.77,0.55,0.0,3.0,1.0,59.0,41.0,41.0,0.0,0.85,0.41,0.83,2.85,2.85,2.76,153.0,87.0,2.0,9.0,55.0,25.0,16.0,28.0,84.0,82.0,56.0,11461.0,4.0,4.0,2.0,5.0,152.6,18.15,17.35,18.15,17.35,156.0,55.0,61.0,272.0,24.0,15.0,2.0,143.0,49.0,19.0,3.97,6.07,8.12,5.0,8.0,11.0,272.0,211.0,211.0,3.75,2.29,2.01,19.89,19.89,19.2,24.91,3.14,2.97,3.14,2.97,30.0,5.0,8.0,43.0,3.0,2.0,1.0,24.0,6.0,5.0,0.72,0.8,1.62,2.0,0.0,1.0,43.0,35.0,35.0,0.33,0.94,0.94,2.53,2.53,2.49,19.89,3.38,225.0,51.0,0.0,0.0,0.0,0.0,0.0,0.0
8477070,2022,Liam O'Brien,ARI,C,other,56,298.0,2.0,-2.33,0.6,0.31,0.21,0.35,0.25,0.32,117.0,0.54,0.49,0.02,0.01,0.02,0.16,0.3,0.49,0.49,0.49,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.49,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.01,0.0,0.0,0.49,0.49,0.49,2.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,2103.0,0.0,0.0,0.0,1.0,1.45,1.23,1.23,1.23,1.23,1.0,2.0,0.0,3.0,1.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,1.23,0.0,0.0,1.0,3.0,3.0,3.0,0.01,0.0,0.0,1.24,1.24,1.24,6.41,0.82,0.74,0.82,0.74,6.0,3.0,2.0,11.0,0.0,1.0,0.0,7.0,1.0,1.0,0.23,0.14,0.45,0.0,0.0,0.0,11.0,9.0,9.0,0.16,0.45,0.45,0.53,0.53,0.47,4.51,9.84,40.0,74.0,0.0,0.0,0.0,0.0,0.0,0.0
8477070,2022,Liam O'Brien,ARI,C,all,56,38394.0,1002.0,-1.1,0.38,0.39,0.37,0.43,0.37,0.42,545.0,39.99,4.59,2.53,9.55,1.4,21.41,16.51,4.49,4.51,4.41,5.0,3.0,39.0,17.0,18.0,74.0,11.0,3.0,3.0,0.0,6.0,2.0,20.0,22.0,36.0,53.0,29.0,84.0,4.0,203.0,6.0,20.0,37.0,13.0,6.0,1.18,1.58,1.83,2.0,0.0,1.0,72.49,56.0,55.21,15.0,0.53,0.81,0.87,4.25,4.21,4.16,1002.0,66.0,109.0,174.0,653.0,109.0,194.0,125.0,574.0,4.0,11.0,166571.0,84.0,64.0,19.0,28.0,210.58,19.8,19.18,19.6,18.98,202.0,87.0,102.0,391.0,18.0,17.0,1.0,213.0,51.0,25.0,6.04,6.6,7.15,7.0,7.0,4.0,382.85,289.0,284.62,2.82,3.26,3.38,19.24,19.15,18.68,354.99,31.97,31.28,32.55,31.84,356.0,131.0,184.0,671.0,32.0,27.0,2.0,360.0,99.0,28.0,10.07,12.78,9.11,14.0,11.0,7.0,687.62,487.0,496.62,5.28,5.12,5.12,32.12,32.71,32.22,122.82,189.03,2207.0,2949.0,0.0,0.0,0.0,0.0,0.0,0.0
8477070,2022,Liam O'Brien,ARI,C,5on5,56,34842.0,881.0,-1.1,0.41,0.44,0.39,0.46,0.4,0.45,491.0,37.09,3.81,2.4,9.22,1.32,20.55,14.69,3.72,3.73,3.64,4.0,3.0,36.0,16.0,18.0,70.0,10.0,3.0,3.0,0.0,6.0,1.0,19.0,20.0,33.0,49.0,28.0,80.0,4.0,199.0,5.0,19.0,35.0,13.0,4.0,1.1,1.58,1.14,2.0,0.0,1.0,68.49,52.0,51.21,14.0,0.49,0.81,0.87,3.44,3.4,3.35,881.0,64.0,91.0,172.0,554.0,102.0,170.0,109.0,500.0,4.0,10.0,124866.0,80.0,62.0,18.0,25.0,201.53,18.06,17.44,17.87,17.25,192.0,84.0,102.0,378.0,16.0,17.0,1.0,204.0,51.0,21.0,5.74,6.6,5.72,6.0,7.0,3.0,369.85,276.0,271.62,2.74,3.26,3.38,17.42,17.33,16.86,305.74,25.89,25.33,26.47,25.89,306.0,114.0,162.0,582.0,23.0,25.0,2.0,307.0,93.0,20.0,8.75,12.08,5.06,11.0,11.0,1.0,598.62,420.0,429.62,4.24,4.65,4.65,25.49,26.08,25.7,81.45,102.42,1690.0,2001.0,0.47,1.32,15.0,29.0,12.0,18.0
8477070,2022,Liam O'Brien,ARI,C,4on5,56,3174.0,109.0,-2.24,0.09,0.06,0.12,0.07,0.15,0.08,282.0,2.37,0.29,0.12,0.32,0.07,0.69,1.52,0.29,0.29,0.29,0.0,0.0,3.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,3.0,3.0,1.0,4.0,0.0,3.0,1.0,1.0,2.0,0.0,1.0,0.08,0.0,0.2,0.0,0.0,0.0,3.0,3.0,3.0,1.0,0.03,0.0,0.0,0.31,0.31,0.31,109.0,0.0,16.0,1.0,92.0,6.0,22.0,15.0,66.0,0.0,1.0,17198.0,4.0,0.0,0.0,0.0,7.6,0.51,0.51,0.51,0.51,9.0,1.0,0.0,10.0,1.0,0.0,0.0,9.0,0.0,1.0,0.31,0.0,0.2,1.0,0.0,0.0,10.0,10.0,10.0,0.07,0.0,0.0,0.58,0.58,0.58,41.3,5.19,5.16,5.19,5.16,42.0,14.0,19.0,75.0,9.0,1.0,0.0,44.0,5.0,7.0,1.03,0.57,3.6,3.0,0.0,6.0,75.0,56.0,56.0,0.86,0.02,0.02,6.03,6.03,5.99,3.16,45.95,43.0,568.0,0.13,0.0,1.0,0.0,1.0,0.0
8477070,2022,Liam O'Brien,ARI,C,5on4,56,80.0,10.0,-1.52,0.0,0.74,0.0,0.84,0.0,0.79,86.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,2.0,1.0,1.0,6.0,1.0,1.0,1.0,7.0,0.0,0.0,3445.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.55,0.06,0.05,0.06,0.05,2.0,0.0,1.0,3.0,0.0,0.0,0.0,2.0,0.0,0.0,0.06,0.0,0.0,0.0,0.0,0.0,3.0,2.0,2.0,0.01,0.0,0.0,0.07,0.07,0.06,4.35,1.49,78.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0
8475747,2022,Patrik Nemeth,ARI,D,other,75,1581.0,33.0,-4.3,0.45,0.32,0.2,0.39,0.2,0.37,136.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,33.0,4.0,11.0,3.0,15.0,1.0,6.0,9.0,17.0,0.0,0.0,4194.0,0.0,0.0,0.0,4.0,7.53,3.72,3.67,3.72,3.67,11.0,1.0,4.0,16.0,6.0,1.0,0.0,2.0,1.0,9.0,0.06,0.08,3.58,0.0,0.0,6.0,16.0,12.0,12.0,0.1,0.22,0.22,3.59,3.59,3.59,34.11,4.64,3.96,4.64,3.96,26.0,23.0,15.0,64.0,2.0,4.0,1.0,25.0,20.0,4.0,1.1,2.53,1.01,0.0,1.0,1.0,64.0,49.0,49.0,1.04,0.74,0.74,4.94,4.94,4.31,9.37,19.94,88.0,135.0,0.05,0.0,1.0,0.0,1.0,0.0
8475747,2022,Patrik Nemeth,ARI,D,all,75,79969.0,1796.0,-6.35,0.32,0.46,0.34,0.47,0.33,0.47,317.0,64.13,2.32,3.6,16.9,2.09,39.71,29.37,2.29,2.27,2.24,2.0,3.0,62.0,32.0,45.0,139.0,5.0,0.0,5.0,0.0,12.0,1.0,30.0,46.0,62.0,94.0,15.0,30.0,0.0,116.0,13.0,30.0,90.0,4.0,0.0,1.91,0.41,0.0,0.0,0.0,0.0,135.35,94.0,91.64,27.0,0.72,1.27,0.07,2.96,2.9,2.86,1796.0,109.0,367.0,271.0,1049.0,194.0,315.0,230.0,1057.0,0.0,0.0,194071.0,30.0,12.0,6.0,118.0,446.44,42.94,41.48,42.41,40.97,452.0,166.0,231.0,849.0,34.0,38.0,3.0,447.0,121.0,50.0,13.44,14.68,14.82,6.0,18.0,10.0,830.46,618.0,606.37,6.22,8.18,8.27,40.89,40.45,39.85,917.47,92.06,86.83,92.82,87.54,886.0,396.0,390.0,1672.0,73.0,86.0,9.0,931.0,264.0,87.0,27.26,32.67,32.12,25.0,25.0,23.0,1694.2,1282.0,1294.99,15.93,17.29,17.29,90.7,91.47,87.73,162.32,193.76,2784.0,3121.0,0.0,0.0,0.0,0.0,0.0,0.0
8475747,2022,Patrik Nemeth,ARI,D,5on5,75,64096.0,1425.0,-6.35,0.41,0.47,0.41,0.47,0.4,0.47,318.0,62.41,2.15,3.47,16.56,1.99,38.84,27.99,2.13,2.1,2.09,1.0,2.0,60.0,31.0,44.0,135.0,3.0,0.0,5.0,0.0,12.0,1.0,29.0,44.0,60.0,91.0,15.0,30.0,0.0,95.0,10.0,23.0,88.0,3.0,0.0,1.83,0.32,0.0,0.0,0.0,0.0,131.35,91.0,88.64,20.0,0.68,1.27,0.07,2.76,2.7,2.68,1425.0,102.0,172.0,251.0,900.0,181.0,235.0,170.0,839.0,0.0,0.0,152834.0,30.0,10.0,5.0,76.0,414.72,36.21,34.84,35.67,34.34,414.0,160.0,222.0,796.0,25.0,36.0,3.0,429.0,110.0,35.0,12.97,13.47,9.76,5.0,16.0,4.0,777.46,574.0,562.37,5.8,7.73,7.81,34.2,33.75,33.18,615.91,52.43,50.55,53.2,51.26,598.0,262.0,269.0,1129.0,38.0,50.0,4.0,637.0,182.0,41.0,18.97,22.46,11.0,18.0,16.0,4.0,1151.2,860.0,872.99,8.5,9.74,9.74,51.19,51.97,50.73,105.84,118.61,2112.0,2375.0,3.97,0.69,86.0,15.0,64.0,12.0
8475747,2022,Patrik Nemeth,ARI,D,4on5,75,14245.0,330.0,-6.35,0.07,0.08,0.07,0.08,0.08,0.09,170.0,1.72,0.17,0.14,0.34,0.1,0.87,1.38,0.15,0.17,0.15,0.0,0.0,2.0,1.0,1.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,2.0,3.0,0.0,0.0,0.0,19.0,3.0,6.0,2.0,1.0,0.0,0.08,0.09,0.0,0.0,0.0,0.0,4.0,3.0,3.0,6.0,0.03,0.0,0.0,0.2,0.2,0.18,330.0,1.0,184.0,16.0,129.0,12.0,72.0,50.0,196.0,0.0,0.0,13790.0,0.0,0.0,0.0,0.0,22.68,2.72,2.67,2.72,2.67,25.0,5.0,5.0,35.0,2.0,1.0,0.0,16.0,9.0,5.0,0.41,1.03,1.27,1.0,1.0,0.0,35.0,30.0,30.0,0.28,0.23,0.23,2.77,2.77,2.75,262.04,34.16,31.61,34.16,31.61,255.0,110.0,106.0,471.0,33.0,31.0,4.0,264.0,60.0,41.0,6.89,7.47,19.8,7.0,8.0,18.0,471.0,365.0,365.0,6.25,6.51,6.51,33.89,33.89,32.1,3.04,35.1,39.0,445.0,0.49,0.07,6.0,2.0,6.0,2.0
8475747,2022,Patrik Nemeth,ARI,D,5on4,75,47.0,8.0,-3.63,0.65,0.74,0.5,0.8,0.5,0.78,41.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,2.0,0.0,1.0,5.0,0.0,2.0,1.0,5.0,0.0,0.0,2898.0,0.0,2.0,1.0,4.0,0.71,0.1,0.1,0.1,0.1,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.1,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.01,0.0,0.0,0.11,0.11,0.11,0.72,0.05,0.05,0.05,0.05,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.01,0.0,0.0,0.06,0.06,0.06,3.55,1.27,63.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0
8482655,2022,J.J. Moser,ARI,D,other,82,3518.0,54.0,17.87,0.32,0.43,0.36,0.43,0.33,0.42,153.0,2.29,0.3,0.15,0.36,0.06,1.34,0.78,0.3,0.3,0.3,0.0,1.0,2.0,1.0,4.0,7.0,2.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,2.0,0.0,0.0,0.0,3.0,0.0,0.0,2.0,1.0,0.0,0.11,0.19,0.0,0.0,1.0,0.0,7.0,3.0,3.0,0.0,0.05,0.0,0.0,0.35,0.35,0.35,54.0,7.0,20.0,7.0,20.0,2.0,10.0,9.0,33.0,0.0,0.0,5098.0,0.0,0.0,0.0,6.0,29.23,6.96,6.8,6.96,6.8,29.0,13.0,15.0,57.0,7.0,4.0,1.0,21.0,10.0,11.0,0.94,1.34,4.68,0.0,1.0,6.0,57.0,42.0,42.0,0.54,0.92,0.92,6.57,6.57,6.47,62.84,14.6,13.34,14.6,13.34,64.0,22.0,17.0,103.0,9.0,6.0,1.0,43.0,23.0,20.0,1.98,3.09,9.53,1.0,4.0,4.0,103.0,86.0,86.0,1.43,2.54,2.54,13.49,13.49,12.53,16.79,21.96,129.0,169.0,1.4,0.0,4.0,0.0,3.0,0.0
8482655,2022,J.J. Moser,ARI,D,all,82,103569.0,2281.0,18.12,0.4,0.43,0.41,0.44,0.4,0.44,200.0,89.52,5.48,5.8,23.1,2.84,53.12,37.67,5.29,5.43,5.24,8.0,16.0,93.0,35.0,85.0,213.0,31.0,7.0,9.0,0.0,28.0,2.0,44.0,38.0,86.0,121.0,16.0,35.0,0.0,80.0,14.0,43.0,116.0,9.0,3.0,3.02,1.16,1.3,4.0,2.0,1.0,209.96,128.0,126.21,38.0,1.26,1.86,0.97,5.78,5.72,5.6,2281.0,220.0,433.0,394.0,1234.0,219.0,328.0,338.0,1396.0,0.0,0.0,195940.0,35.0,25.0,11.0,137.0,679.2,73.26,70.84,72.69,70.3,671.0,262.0,332.0,1265.0,74.0,57.0,7.0,653.0,198.0,82.0,20.29,24.51,28.46,23.0,24.0,27.0,1246.17,933.0,922.96,10.8,12.93,12.45,71.61,71.04,69.49,1022.07,111.99,104.42,113.06,105.43,1012.0,398.0,435.0,1845.0,105.0,86.0,12.0,982.0,314.0,114.0,29.25,39.99,42.75,36.0,38.0,31.0,1876.11,1410.0,1428.08,17.36,16.15,16.15,113.2,114.26,108.29,150.28,201.29,2689.0,3384.0,0.0,0.0,0.0,0.0,0.0,0.0
8482655,2022,J.J. Moser,ARI,D,5on5,82,75698.0,1741.0,18.12,0.45,0.45,0.44,0.46,0.43,0.46,265.0,66.89,3.33,3.9,18.67,2.22,38.42,28.46,3.21,3.28,3.16,7.0,8.0,65.0,30.0,66.0,161.0,18.0,3.0,8.0,0.0,21.0,1.0,32.0,30.0,62.0,92.0,16.0,35.0,0.0,67.0,11.0,33.0,88.0,5.0,2.0,2.28,0.59,0.46,3.0,0.0,0.0,157.96,95.0,93.21,30.0,0.79,1.49,0.78,3.34,3.28,3.22,1741.0,119.0,245.0,364.0,1013.0,185.0,245.0,255.0,1056.0,0.0,0.0,160925.0,35.0,21.0,9.0,77.0,508.06,48.52,46.9,47.96,46.35,490.0,205.0,257.0,952.0,48.0,42.0,6.0,491.0,154.0,50.0,15.63,19.12,13.78,20.0,18.0,10.0,933.17,695.0,684.96,7.23,9.59,9.88,45.87,45.31,44.49,667.52,59.66,57.59,60.73,58.61,661.0,263.0,287.0,1211.0,59.0,50.0,7.0,665.0,208.0,51.0,19.89,26.24,13.52,28.0,22.0,9.0,1242.11,924.0,942.08,9.4,10.22,10.22,58.83,59.9,58.66,105.12,128.97,2198.0,2620.0,6.32,0.56,101.0,11.0,81.0,9.0
8482655,2022,J.J. Moser,ARI,D,4on5,82,13936.0,311.0,16.25,0.07,0.08,0.08,0.07,0.1,0.07,206.0,2.2,0.05,0.06,0.33,0.05,0.7,1.81,0.05,0.05,0.05,0.0,0.0,3.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,3.0,0.0,0.0,0.0,9.0,3.0,5.0,3.0,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0,3.0,3.0,3.0,5.0,0.01,0.0,0.0,0.06,0.06,0.06,311.0,1.0,167.0,14.0,129.0,11.0,57.0,45.0,198.0,0.0,0.0,16050.0,0.0,2.0,1.0,6.0,27.92,2.52,2.49,2.52,2.49,33.0,5.0,4.0,42.0,1.0,3.0,0.0,26.0,9.0,3.0,0.76,1.09,0.67,0.0,1.0,0.0,42.0,38.0,38.0,0.32,0.72,0.24,2.61,2.61,2.58,263.65,34.69,30.49,34.69,30.49,256.0,106.0,118.0,480.0,35.0,30.0,4.0,252.0,70.0,40.0,6.64,9.09,18.96,7.0,10.0,18.0,480.0,362.0,362.0,6.18,3.4,3.4,37.47,37.47,33.75,3.61,39.14,36.0,501.0,1.43,0.0,7.0,0.0,7.0,0.0
8482655,2022,J.J. Moser,ARI,D,5on4,82,10417.0,175.0,17.95,0.86,0.83,0.83,0.84,0.83,0.82,173.0,17.46,1.74,1.65,3.62,0.48,12.31,6.2,1.67,1.74,1.67,1.0,7.0,22.0,4.0,15.0,41.0,11.0,3.0,1.0,0.0,7.0,1.0,11.0,3.0,19.0,23.0,0.0,0.0,0.0,1.0,0.0,5.0,22.0,3.0,1.0,0.52,0.38,0.84,1.0,1.0,1.0,41.0,26.0,26.0,3.0,0.4,0.37,0.19,1.95,1.95,1.89,175.0,93.0,1.0,9.0,72.0,21.0,16.0,29.0,109.0,0.0,0.0,11932.0,0.0,0.0,0.0,42.0,112.59,15.12,14.5,15.12,14.5,118.0,38.0,55.0,211.0,18.0,8.0,0.0,114.0,24.0,18.0,2.91,2.88,9.33,3.0,4.0,11.0,211.0,156.0,156.0,2.69,1.7,1.41,16.4,16.4,15.77,24.14,2.53,2.49,2.53,2.49,28.0,5.0,11.0,44.0,1.0,0.0,0.0,21.0,9.0,3.0,0.72,1.07,0.74,0.0,1.0,0.0,44.0,33.0,33.0,0.29,0.0,0.0,2.82,2.82,2.78,22.28,4.54,281.0,54.0,0.11,0.0,5.0,0.0,4.0,0.0
