playerId,season,name,team,position,situation,games_played,icetime,shifts,gameScore,onIce_xGoalsPercentage,offIce_xGoalsPercentage,onIce_corsiPercentage,offIce_corsiPercentage,onIce_fenwickPercentage,offIce_fenwickPercentage,iceTimeRank,I_F_xOnGoal,I_F_xGoals,I_F_xRebounds,I_F_xFreeze,I_F_xPlayStopped,I_F_xPlayContinuedInZone,I_F_xPlayContinuedOutsideZone,I_F_flurryAdjustedxGoals,I_F_scoreVenueAdjustedxGoals,I_F_flurryScoreVenueAdjustedxGoals,I_F_primaryAssists,I_F_secondaryAssists,I_F_shotsOnGoal,I_F_missedShots,I_F_blockedShotAttempts,I_F_shotAttempts,I_F_points,I_F_goals,I_F_rebounds,I_F_reboundGoals,I_F_freeze,I_F_playStopped,I_F_playContinuedInZone,I_F_playContinuedOutsideZone,I_F_savedShotsOnGoal,I_F_savedUnblockedShotAttempts,penalties,I_F_penalityMinutes,I_F_faceOffsWon,I_F_hits,I_F_takeaways,I_F_giveaways,I_F_lowDangerShots,I_F_mediumDangerShots,I_F_highDangerShots,I_F_lowDangerxGoals,I_F_mediumDangerxGoals,I_F_highDangerxGoals,I_F_lowDangerGoals,I_F_mediumDangerGoals,I_F_highDangerGoals,I_F_scoreAdjustedShotsAttempts,I_F_unblockedShotAttempts,I_F_scoreAdjustedUnblockedShotAttempts,I_F_dZoneGiveaways,I_F_xGoalsFromxReboundsOfShots,I_F_xGoalsFromActualReboundsOfShots,I_F_reboundxGoals,I_F_xGoals_with_earned_rebounds,I_F_xGoals_with_earned_rebounds_scoreAdjusted,I_F_xGoals_with_earned_rebounds_scoreFlurryAdjusted,I_F_shifts,I_F_oZoneShiftStarts,I_F_dZoneShiftStarts,I_F_neutralZoneShiftStarts,I_F_flyShiftStarts,I_F_oZoneShiftEnds,I_F_dZoneShiftEnds,I_F_neutralZoneShiftEnds,I_F_flyShiftEnds,faceoffsWon,faceoffsLost,timeOnBench,penalityMinutes,penalityMinutesDrawn,penaltiesDrawn,shotsBlockedByPlayer,OnIce_F_xOnGoal,OnIce_F_xGoals,OnIce_F_flurryAdjustedxGoals,OnIce_F_scoreVenueAdjustedxGoals,OnIce_F_flurryScoreVenueAdjustedxGoals,OnIce_F_shotsOnGoal,OnIce_F_missedShots,OnIce_F_blockedShotAttempts,OnIce_F_shotAttempts,OnIce_F_goals,OnIce_F_rebounds,OnIce_F_reboundGoals,OnIce_F_lowDangerShots,OnIce_F_mediumDangerShots,OnIce_F_highDangerShots,OnIce_F_lowDangerxGoals,OnIce_F_mediumDangerxGoals,OnIce_F_highDangerxGoals,OnIce_F_lowDangerGoals,OnIce_F_mediumDangerGoals,OnIce_F_highDangerGoals,OnIce_F_scoreAdjustedShotsAttempts,OnIce_F_unblockedShotAttempts,OnIce_F_scoreAdjustedUnblockedShotAttempts,OnIce_F_xGoalsFromxReboundsOfShots,OnIce_F_xGoalsFromActualReboundsOfShots,OnIce_F_reboundxGoals,OnIce_F_xGoals_with_earned_rebounds,OnIce_F_xGoals_with_earned_rebounds_scoreAdjusted,OnIce_F_xGoals_with_earned_rebounds_scoreFlurryAdjusted,OnIce_A_xOnGoal,OnIce_A_xGoals,OnIce_A_flurryAdjustedxGoals,OnIce_A_scoreVenueAdjustedxGoals,OnIce_A_flurryScoreVenueAdjustedxGoals,OnIce_A_shotsOnGoal,OnIce_A_missedShots,OnIce_A_blockedShotAttempts,OnIce_A_shotAttempts,OnIce_A_goals,OnIce_A_rebounds,OnIce_A_reboundGoals,OnIce_A_lowDangerShots,OnIce_A_mediumDangerShots,OnIce_A_highDangerShots,OnIce_A_lowDangerxGoals,OnIce_A_mediumDangerxGoals,OnIce_A_highDangerxGoals,OnIce_A_lowDangerGoals,OnIce_A_mediumDangerGoals,OnIce_A_highDangerGoals,OnIce_A_scoreAdjustedShotsAttempts,OnIce_A_unblockedShotAttempts,OnIce_A_scoreAdjustedUnblockedShotAttempts,OnIce_A_xGoalsFromxReboundsOfShots,OnIce_A_xGoalsFromActualReboundsOfShots,OnIce_A_reboundxGoals,OnIce_A_xGoals_with_earned_rebounds,OnIce_A_xGoals_with_earned_rebounds_scoreAdjusted,OnIce_A_xGoals_with_earned_rebounds_scoreFlurryAdjusted,OffIce_F_xGoals,OffIce_A_xGoals,OffIce_F_shotAttempts,OffIce_A_shotAttempts,xGoalsForAfterShifts,xGoalsAgainstAfterShifts,corsiForAfterShifts,corsiAgainstAfterShifts,fenwickForAfterShifts,fenwickAgainstAfterShifts
8471217,2021,Andrew Ladd,ARI,L,4on5,51,2306.0,62.0,3.79,0.09,0.08,0.11,0.11,0.12,0.12,139.0,0.65,0.03,0.03,0.11,0.02,0.27,0.55,0.03,0.03,0.03,0.0,0.0,1.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.03,0.0,0.0,0.0,0.0,0.0,2.0,1.0,1.0,0.0,0.01,0.0,0.0,0.03,0.03,0.03,62.0,3.0,24.0,1.0,34.0,2.0,14.0,6.0,40.0,0.0,0.0,7772.0,0.0,0.0,0.0,1.0,4.61,0.2,0.2,0.2,0.2,7.0,0.0,2.0,9.0,0.0,0.0,0.0,7.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,9.0,7.0,7.0,0.06,0.0,0.0,0.27,0.27,0.27,36.86,2.14,2.13,2.14,2.13,37.0,16.0,17.0,70.0,4.0,2.0,0.0,47.0,3.0,3.0,0.93,0.28,0.94,1.0,1.0,2.0,70.0,53.0,53.0,0.87,0.04,0.04,2.98,2.98,2.96,1.71,18.47,29.0,235.0,0.0,0.0,0.0,0.0,0.0,0.0
8471217,2021,Andrew Ladd,ARI,L,5on4,51,4845.0,85.0,4.97,0.85,0.74,0.78,0.86,0.76,0.83,199.0,10.16,2.51,1.09,1.79,0.34,5.37,2.9,2.46,2.51,2.46,1.0,0.0,9.0,5.0,0.0,14.0,3.0,2.0,1.0,1.0,2.0,0.0,4.0,5.0,7.0,12.0,0.0,0.0,1.0,2.0,0.0,6.0,5.0,5.0,4.0,0.14,0.63,1.74,0.0,0.0,2.0,14.0,14.0,14.0,0.0,0.29,0.04,1.2,1.6,1.6,1.58,85.0,44.0,0.0,7.0,34.0,13.0,5.0,19.0,48.0,1.0,0.0,6265.0,0.0,2.0,1.0,2.0,52.65,6.76,6.49,6.76,6.49,55.0,19.0,22.0,96.0,7.0,8.0,2.0,50.0,15.0,9.0,1.47,1.91,3.39,2.0,1.0,4.0,96.0,74.0,74.0,1.22,2.24,2.24,5.74,5.74,5.57,16.78,1.21,1.2,1.21,1.2,18.0,5.0,4.0,27.0,2.0,0.0,0.0,17.0,6.0,0.0,0.38,0.83,0.0,1.0,1.0,0.0,27.0,23.0,23.0,0.17,0.0,0.0,1.38,1.38,1.37,6.74,2.38,137.0,22.0,0.0,0.1,0.0,1.0,0.0,1.0
8479345,2021,Jakob Chychrun,ARI,D,other,47,3305.0,44.0,16.32,0.55,0.46,0.55,0.47,0.56,0.45,80.0,11.35,0.56,0.85,2.51,0.41,7.9,4.78,0.54,0.56,0.54,2.0,2.0,10.0,7.0,4.0,21.0,4.0,0.0,3.0,0.0,1.0,1.0,6.0,6.0,10.0,17.0,0.0,0.0,0.0,2.0,0.0,0.0,17.0,0.0,0.0,0.56,0.0,0.0,0.0,0.0,0.0,21.0,17.0,17.0,0.0,0.23,0.77,0.0,0.79,0.79,0.75,44.0,8.0,8.0,9.0,19.0,2.0,7.0,7.0,28.0,0.0,0.0,2359.0,0.0,0.0,0.0,3.0,44.63,10.32,9.35,10.32,9.35,41.0,21.0,16.0,78.0,6.0,6.0,2.0,37.0,12.0,13.0,1.39,1.56,7.38,0.0,2.0,4.0,78.0,62.0,62.0,0.92,2.19,2.19,9.06,9.06,8.78,35.0,8.35,8.15,8.35,8.15,29.0,20.0,14.0,63.0,7.0,4.0,0.0,28.0,9.0,12.0,1.34,1.27,5.74,3.0,0.0,4.0,63.0,49.0,49.0,0.71,1.11,1.11,7.94,7.94,7.78,4.29,5.02,39.0,44.0,0.0,0.0,0.0,0.0,0.0,0.0
8479345,2021,Jakob Chychrun,ARI,D,all,47,64837.0,1229.0,19.43,0.46,0.4,0.47,0.42,0.47,0.41,86.0,151.88,6.72,9.19,39.82,5.08,93.8,68.38,6.65,6.74,6.66,7.0,7.0,141.0,82.0,70.0,293.0,21.0,7.0,7.0,0.0,32.0,9.0,72.0,96.0,134.0,216.0,17.0,37.0,0.0,51.0,19.0,37.0,212.0,8.0,3.0,4.56,1.03,1.13,4.0,2.0,1.0,289.28,223.0,220.79,23.0,1.99,1.18,0.14,8.58,8.59,8.48,1229.0,133.0,196.0,171.0,729.0,103.0,196.0,182.0,748.0,0.0,0.0,105629.0,37.0,19.0,8.0,66.0,493.2,44.64,42.95,44.7,43.01,478.0,218.0,215.0,911.0,39.0,34.0,3.0,541.0,116.0,39.0,14.79,14.73,15.12,13.0,15.0,11.0,897.33,696.0,688.01,7.38,6.63,6.55,45.46,45.49,44.75,566.89,51.89,50.48,53.01,51.57,578.0,210.0,241.0,1029.0,67.0,44.0,7.0,589.0,153.0,46.0,17.4,18.79,15.7,27.0,23.0,17.0,1057.96,788.0,806.95,8.7,8.66,8.66,51.92,52.91,51.99,62.53,95.43,1317.0,1811.0,0.0,0.0,0.0,0.0,0.0,0.0
8479345,2021,Jakob Chychrun,ARI,D,5on5,47,51981.0,1001.0,19.43,0.45,0.42,0.47,0.43,0.47,0.43,95.0,114.17,4.03,6.38,31.07,3.72,68.96,52.84,4.0,4.04,4.01,5.0,5.0,105.0,62.0,63.0,230.0,15.0,5.0,3.0,0.0,27.0,7.0,54.0,71.0,100.0,162.0,16.0,35.0,0.0,45.0,14.0,31.0,161.0,6.0,0.0,3.28,0.75,0.0,4.0,1.0,0.0,226.28,167.0,164.79,18.0,1.26,0.35,0.07,5.23,5.23,5.18,1001.0,89.0,150.0,153.0,609.0,86.0,160.0,148.0,607.0,0.0,0.0,89117.0,35.0,15.0,6.0,55.0,379.12,27.39,26.8,27.46,26.86,370.0,164.0,180.0,714.0,29.0,25.0,1.0,426.0,90.0,18.0,11.49,11.26,4.64,12.0,12.0,5.0,700.33,534.0,526.01,5.03,4.3,4.22,28.2,28.23,27.91,435.08,33.78,32.95,34.9,34.04,445.0,157.0,197.0,799.0,48.0,29.0,5.0,460.0,118.0,24.0,13.25,14.43,6.1,21.0,19.0,8.0,827.96,602.0,620.95,5.94,5.76,5.76,33.95,34.94,34.44,50.55,68.43,1109.0,1463.0,2.44,0.43,55.0,13.0,42.0,10.0
8479345,2021,Jakob Chychrun,ARI,D,4on5,47,4719.0,105.0,16.25,0.13,0.03,0.11,0.06,0.13,0.07,134.0,1.97,0.06,0.18,0.46,0.15,1.26,1.89,0.06,0.06,0.06,0.0,0.0,3.0,1.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,3.0,4.0,0.0,0.0,0.0,4.0,2.0,3.0,4.0,0.0,0.0,0.06,0.0,0.0,0.0,0.0,0.0,4.0,4.0,4.0,3.0,0.04,0.0,0.0,0.1,0.1,0.1,105.0,1.0,35.0,4.0,65.0,4.0,24.0,18.0,59.0,0.0,0.0,7622.0,0.0,0.0,0.0,0.0,11.7,1.33,1.28,1.33,1.28,11.0,5.0,2.0,18.0,0.0,0.0,0.0,10.0,4.0,2.0,0.24,0.46,0.62,0.0,0.0,0.0,18.0,16.0,16.0,0.16,0.0,0.0,1.49,1.49,1.44,78.51,8.66,8.28,8.66,8.28,85.0,26.0,28.0,139.0,11.0,11.0,2.0,79.0,22.0,10.0,2.16,2.65,3.85,2.0,4.0,5.0,139.0,111.0,111.0,1.88,1.79,1.79,8.74,8.74,8.5,0.48,17.85,17.0,265.0,0.0,0.0,0.0,0.0,0.0,0.0
8479345,2021,Jakob Chychrun,ARI,D,5on4,47,4832.0,79.0,16.9,0.84,0.77,0.79,0.84,0.77,0.81,85.0,22.92,1.95,1.7,5.48,0.76,15.12,7.99,1.93,1.95,1.93,0.0,0.0,21.0,12.0,3.0,36.0,1.0,1.0,1.0,0.0,4.0,1.0,12.0,14.0,20.0,32.0,1.0,2.0,0.0,0.0,2.0,3.0,29.0,1.0,3.0,0.65,0.17,1.13,0.0,0.0,1.0,36.0,33.0,33.0,2.0,0.44,0.05,0.07,2.32,2.32,2.3,79.0,35.0,3.0,5.0,36.0,11.0,5.0,9.0,54.0,0.0,0.0,5755.0,2.0,4.0,2.0,8.0,55.5,5.45,5.37,5.45,5.37,54.0,27.0,17.0,98.0,3.0,3.0,0.0,66.0,9.0,6.0,1.64,1.33,2.48,1.0,0.0,2.0,98.0,81.0,81.0,1.23,0.14,0.14,6.55,6.55,6.45,16.93,1.02,1.02,1.02,1.02,19.0,5.0,2.0,26.0,1.0,0.0,0.0,20.0,4.0,0.0,0.57,0.45,0.0,1.0,0.0,0.0,26.0,24.0,24.0,0.17,0.0,0.0,1.19,1.19,1.18,6.0,1.78,130.0,25.0,0.14,0.0,1.0,0.0,1.0,0.0
8479343,2021,Clayton Keller,ARI,R,other,67,4476.0,65.0,41.25,0.56,0.41,0.65,0.39,0.64,0.42,166.0,17.93,4.87,1.32,2.79,0.59,8.81,5.61,4.72,4.87,4.72,4.0,1.0,15.0,9.0,2.0,26.0,9.0,4.0,0.0,0.0,1.0,0.0,14.0,5.0,11.0,20.0,1.0,2.0,4.0,0.0,2.0,3.0,15.0,3.0,6.0,0.64,0.37,3.85,0.0,1.0,3.0,26.0,24.0,24.0,1.0,0.42,0.0,0.21,5.08,5.08,4.91,65.0,18.0,13.0,7.0,27.0,4.0,6.0,14.0,41.0,4.0,4.0,3805.0,2.0,0.0,0.0,2.0,66.37,15.55,14.5,15.55,14.5,65.0,26.0,31.0,122.0,11.0,7.0,1.0,52.0,18.0,21.0,2.05,2.25,11.26,1.0,2.0,8.0,122.0,91.0,91.0,1.54,2.14,2.14,14.96,14.96,14.13,36.28,12.4,12.12,12.4,12.12,35.0,16.0,15.0,66.0,8.0,5.0,0.0,19.0,13.0,19.0,0.85,1.87,9.67,0.0,0.0,8.0,66.0,51.0,51.0,0.69,1.4,1.4,11.69,11.69,11.52,6.32,9.02,57.0,90.0,0.03,0.0,1.0,0.0,1.0,0.0
8479343,2021,Clayton Keller,ARI,R,all,67,80958.0,1693.0,50.78,0.5,0.37,0.49,0.4,0.49,0.39,113.0,167.7,20.52,12.37,33.37,5.21,92.05,64.48,19.99,20.5,19.98,22.0,13.0,177.0,51.0,46.0,274.0,63.0,28.0,16.0,2.0,37.0,5.0,84.0,58.0,149.0,200.0,14.0,28.0,29.0,17.0,61.0,53.0,161.0,40.0,27.0,5.35,4.84,10.33,8.0,6.0,14.0,269.44,228.0,225.1,16.0,2.87,2.72,2.4,20.99,20.97,20.59,1693.0,276.0,271.0,272.0,874.0,172.0,248.0,280.0,993.0,29.0,39.0,162527.0,28.0,48.0,24.0,31.0,670.43,70.46,68.02,70.2,67.76,673.0,269.0,246.0,1188.0,86.0,57.0,7.0,682.0,187.0,73.0,20.34,22.42,27.7,24.0,31.0,31.0,1167.57,942.0,929.83,11.31,10.47,10.47,71.3,71.02,69.47,701.16,70.06,67.36,70.96,68.26,737.0,234.0,267.0,1238.0,74.0,56.0,9.0,712.0,196.0,63.0,21.81,23.87,24.36,32.0,19.0,23.0,1267.59,971.0,990.75,10.57,12.67,12.67,67.95,68.91,67.16,88.76,151.83,1971.0,2931.0,0.0,0.0,0.0,0.0,0.0,0.0
8479343,2021,Clayton Keller,ARI,R,5on5,67,61098.0,1356.0,50.78,0.46,0.4,0.45,0.43,0.45,0.42,169.0,106.58,10.19,7.69,22.29,3.3,58.88,42.66,9.9,10.17,9.88,14.0,9.0,113.0,32.0,32.0,177.0,41.0,18.0,10.0,1.0,25.0,4.0,50.0,38.0,95.0,127.0,12.0,24.0,16.0,16.0,49.0,42.0,104.0,28.0,13.0,3.39,3.39,3.41,7.0,5.0,6.0,172.44,145.0,142.1,15.0,1.59,1.94,1.61,10.17,10.15,10.01,1356.0,177.0,172.0,241.0,766.0,138.0,212.0,222.0,784.0,16.0,21.0,138663.0,24.0,42.0,21.0,23.0,443.4,37.59,36.64,37.34,36.39,437.0,183.0,160.0,780.0,56.0,32.0,5.0,454.0,133.0,33.0,13.18,15.99,8.43,17.0,27.0,12.0,759.57,620.0,607.83,6.2,6.22,6.3,37.5,37.22,36.82,541.69,44.26,42.71,45.18,43.62,572.0,178.0,210.0,960.0,56.0,42.0,7.0,571.0,146.0,33.0,17.55,17.32,9.4,29.0,17.0,10.0,989.59,750.0,769.74,7.43,8.82,8.82,42.88,43.85,43.0,72.54,107.46,1761.0,2330.0,1.21,1.65,32.0,39.0,23.0,35.0
8479343,2021,Clayton Keller,ARI,R,4on5,67,4628.0,149.0,46.37,0.14,0.05,0.12,0.08,0.14,0.09,246.0,7.89,1.29,0.58,0.87,0.21,2.38,4.68,1.28,1.29,1.28,1.0,0.0,8.0,2.0,1.0,11.0,2.0,1.0,0.0,0.0,0.0,0.0,4.0,5.0,7.0,9.0,1.0,2.0,1.0,0.0,6.0,1.0,4.0,4.0,2.0,0.15,0.51,0.63,0.0,0.0,1.0,11.0,10.0,10.0,0.0,0.13,0.0,0.0,1.42,1.42,1.41,149.0,3.0,86.0,3.0,57.0,7.0,20.0,21.0,101.0,1.0,10.0,12676.0,2.0,2.0,1.0,0.0,14.31,1.58,1.58,1.58,1.58,14.0,5.0,1.0,20.0,2.0,0.0,0.0,12.0,5.0,2.0,0.32,0.64,0.63,1.0,0.0,1.0,20.0,19.0,19.0,0.19,0.0,0.0,1.78,1.78,1.77,81.54,9.84,9.0,9.84,9.0,83.0,31.0,36.0,150.0,9.0,9.0,2.0,82.0,21.0,11.0,2.01,2.53,5.29,3.0,1.0,5.0,150.0,114.0,114.0,1.96,2.45,2.45,9.34,9.34,8.62,1.44,28.16,38.0,411.0,0.0,0.16,1.0,3.0,0.0,2.0
8479343,2021,Clayton Keller,ARI,R,5on4,67,10756.0,123.0,48.93,0.84,0.82,0.84,0.79,0.82,0.76,141.0,32.55,3.98,2.59,6.88,1.01,20.65,9.89,3.89,3.98,3.89,3.0,3.0,37.0,8.0,11.0,56.0,10.0,4.0,6.0,1.0,11.0,1.0,14.0,9.0,33.0,41.0,0.0,0.0,8.0,1.0,3.0,7.0,34.0,5.0,6.0,0.97,0.56,2.45,0.0,0.0,4.0,56.0,45.0,45.0,0.0,0.67,0.78,0.58,4.07,4.07,4.01,123.0,78.0,0.0,21.0,24.0,23.0,10.0,23.0,67.0,8.0,1.0,5449.0,0.0,4.0,2.0,4.0,140.53,15.25,14.83,15.25,14.83,150.0,54.0,54.0,258.0,16.0,18.0,1.0,157.0,30.0,17.0,4.41,3.45,7.38,4.0,2.0,10.0,258.0,204.0,204.0,3.27,2.11,2.04,16.49,16.49,16.18,33.38,2.87,2.86,2.87,2.86,38.0,7.0,3.0,48.0,1.0,0.0,0.0,31.0,14.0,0.0,0.96,1.91,0.0,0.0,1.0,0.0,48.0,45.0,45.0,0.38,0.0,0.0,3.25,3.25,3.24,5.16,1.14,93.0,25.0,0.03,0.03,1.0,1.0,1.0,1.0
8476851,2021,Alex Galchenyuk,ARI,C,other,60,685.0,20.0,6.53,0.67,0.6,0.63,0.57,0.66,0.54,130.0,4.63,1.76,0.31,0.67,0.15,1.82,1.29,1.11,1.76,1.11,0.0,0.0,5.0,1.0,0.0,6.0,1.0,1.0,0.0,1.0,1.0,0.0,3.0,1.0,4.0,5.0,0.0,0.0,3.0,0.0,0.0,1.0,3.0,0.0,3.0,0.22,0.0,1.54,0.0,0.0,1.0,6.0,6.0,6.0,0.0,0.08,0.0,1.54,0.3,0.3,0.29,20.0,2.0,4.0,1.0,13.0,7.0,5.0,4.0,4.0,3.0,2.0,3132.0,0.0,0.0,0.0,1.0,15.51,3.81,2.96,3.81,2.96,14.0,7.0,5.0,26.0,2.0,4.0,1.0,12.0,4.0,5.0,0.63,0.55,2.63,0.0,1.0,1.0,26.0,21.0,21.0,0.3,1.68,2.07,2.04,2.04,1.82,7.79,1.87,1.81,1.87,1.81,7.0,4.0,4.0,15.0,3.0,0.0,0.0,5.0,2.0,4.0,0.23,0.27,1.37,2.0,0.0,1.0,15.0,11.0,11.0,0.13,0.0,0.0,2.0,2.0,1.93,10.41,6.92,87.0,66.0,0.0,0.0,0.0,0.0,0.0,0.0
8476851,2021,Alex Galchenyuk,ARI,C,all,60,47353.0,1088.0,6.92,0.42,0.41,0.43,0.43,0.42,0.42,511.0,85.02,9.69,5.93,19.52,2.94,49.57,34.36,8.68,9.55,8.56,7.0,8.0,89.0,33.0,23.0,145.0,21.0,6.0,7.0,3.0,20.0,4.0,44.0,41.0,83.0,116.0,16.0,32.0,214.0,67.0,18.0,28.0,84.0,28.0,10.0,2.72,3.3,3.67,2.0,1.0,3.0,140.34,122.0,118.42,13.0,1.26,1.52,4.14,6.8,6.68,6.58,1088.0,126.0,117.0,136.0,709.0,143.0,200.0,152.0,593.0,214.0,195.0,170584.0,32.0,8.0,4.0,24.0,347.05,32.85,30.93,32.59,30.68,356.0,131.0,146.0,633.0,34.0,40.0,6.0,363.0,95.0,29.0,11.01,12.0,9.84,14.0,10.0,10.0,614.62,487.0,476.11,5.15,8.94,9.33,28.67,28.29,27.66,476.02,44.8,42.57,46.03,43.72,483.0,179.0,175.0,837.0,44.0,48.0,6.0,477.0,141.0,44.0,14.38,17.68,12.73,16.0,19.0,9.0,864.93,662.0,680.53,6.92,9.55,9.55,42.16,43.3,42.49,112.08,163.75,2211.0,2990.0,0.0,0.0,0.0,0.0,0.0,0.0
8476851,2021,Alex Galchenyuk,ARI,C,5on5,60,43702.0,994.0,6.92,0.39,0.42,0.41,0.44,0.41,0.43,429.0,73.37,7.49,5.12,17.0,2.56,43.3,30.53,7.16,7.35,7.04,7.0,7.0,75.0,31.0,21.0,127.0,19.0,5.0,6.0,2.0,17.0,4.0,37.0,37.0,70.0,101.0,14.0,28.0,202.0,67.0,18.0,25.0,73.0,26.0,7.0,2.24,3.12,2.13,2.0,1.0,2.0,122.34,106.0,102.42,13.0,1.06,1.19,2.51,6.03,5.91,5.83,994.0,105.0,108.0,130.0,651.0,128.0,190.0,131.0,545.0,202.0,187.0,136213.0,28.0,8.0,4.0,23.0,307.66,25.86,25.03,25.6,24.78,316.0,118.0,135.0,569.0,30.0,31.0,5.0,331.0,85.0,18.0,9.81,10.77,5.27,14.0,9.0,7.0,550.62,434.0,423.11,4.3,6.16,6.35,23.8,23.43,23.12,458.08,40.69,39.09,41.92,40.25,465.0,172.0,168.0,805.0,39.0,47.0,5.0,463.0,136.0,38.0,13.95,16.89,9.84,13.0,19.0,7.0,832.93,637.0,655.53,6.63,8.72,8.72,38.6,39.73,39.01,75.33,103.47,1764.0,2237.0,0.96,1.28,24.0,21.0,19.0,19.0
8476851,2021,Alex Galchenyuk,ARI,C,4on5,60,15.0,2.0,-1.39,0.0,0.15,0.0,0.06,0.0,0.06,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,1.0,0.0,0.0,597.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.94,1.52,0.95,1.52,0.95,2.0,0.0,0.0,2.0,1.0,1.0,1.0,0.0,0.0,2.0,0.0,0.0,1.52,0.0,0.0,1.0,2.0,2.0,2.0,0.03,0.83,0.83,0.72,0.72,0.71,0.02,0.11,1.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0
8476851,2021,Alex Galchenyuk,ARI,C,5on4,60,2951.0,72.0,7.7,0.82,0.8,0.72,0.81,0.73,0.79,300.0,7.03,0.44,0.5,1.84,0.23,4.45,2.54,0.41,0.44,0.41,0.0,1.0,9.0,1.0,2.0,12.0,1.0,0.0,1.0,0.0,2.0,0.0,4.0,3.0,9.0,10.0,2.0,4.0,9.0,0.0,0.0,2.0,8.0,2.0,0.0,0.27,0.18,0.0,0.0,0.0,0.0,12.0,10.0,10.0,0.0,0.11,0.34,0.09,0.47,0.47,0.46,72.0,19.0,5.0,5.0,43.0,8.0,5.0,16.0,43.0,9.0,0.0,8509.0,4.0,0.0,0.0,0.0,23.88,3.18,2.94,3.18,2.94,26.0,6.0,6.0,38.0,2.0,5.0,0.0,20.0,6.0,6.0,0.57,0.68,1.94,0.0,0.0,2.0,38.0,32.0,32.0,0.55,1.09,0.91,2.82,2.82,2.73,8.2,0.72,0.71,0.72,0.71,9.0,3.0,3.0,15.0,1.0,0.0,0.0,9.0,3.0,0.0,0.2,0.51,0.0,1.0,0.0,0.0,15.0,12.0,12.0,0.13,0.0,0.0,0.85,0.85,0.84,12.19,3.01,185.0,42.0,0.0,0.14,0.0,2.0,0.0,2.0
8481609,2021,Vladislav Kolyachonok,ARI,D,other,32,115.0,1.0,-1.38,0.0,0.43,0.0,0.42,0.0,0.42,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,480.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.84,0.07,0.07,0.07,0.07,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.07,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.02,0.0,0.0,0.09,0.09,0.09,1.34,1.75,10.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0
